user_id,user_conv_rate
032d2,0.0
0331e,0.0
03385,0.0
03454,0.0
03463,0.0
03571,0.0
03579,0.029411764705882353
0364e,0.0
036ba,0.0
03834,0.0
03893,0.0
0398d,0.0
039aa,0.0
03a52,0.0
03a5b,0.02631578947368421
03ac9,0.0
03b4c,0.0
03bd1,0.0
03c77,0.0
03c8a,0.029411764705882353
03caa,0.0
03cf6,0.0
03d1a,0.024390243902439025
03dcf,0.0
03e8e,0.0
03fcb,0.0
03fd9,0.0
04073,0.0
040cc,0.0
040e1,0.0
0411e,0.0
04248,0.0
0429c,0.0
042a2,0.0
042d8,0.0
04323,0.0
04341,0.0
0435c,0.0
0437c,0.0
043b8,0.0
043e1,0.0
04424,0.0
044f3,0.0
04525,0.0
0458d,0.023809523809523808
04625,0.0
046b3,0.0
04728,0.0
04784,0.0
04785,0.0
047ae,0.0
047df,0.0
04822,0.0
0486f,0.0
04a36,0.02857142857142857
04a6b,0.0
04ab8,0.0
04b48,0.0
04b67,0.0
04c39,0.0
04d60,0.0
04d90,0.0
04dce,0.025
04e54,0.0
04fc9,0.0
04ff1,0.0
05037,0.0
05055,0.0
05097,0.0
05098,0.0
051ff,0.0
052ef,0.02127659574468085
05330,0.0
05340,0.0
05341,0.0
05362,0.0
05379,0.0
053ab,0.0
053c5,0.0
053e1,0.0
05409,0.019230769230769232
0541a,0.0
0542d,0.0
05436,0.022727272727272728
05441,0.03333333333333333
054f7,0.0
05720,0.0
057d7,0.0
0584d,0.03333333333333333
05891,0.0
058ba,0.02631578947368421
059b3,0.0
059e3,0.0
059ee,0.0
05a92,0.02564102564102564
05b05,0.0
05b29,0.0
05b6b,0.0
05bc8,0.0
05bf4,0.0
05dcc,0.0
05ddd,0.02857142857142857
05f1d,0.0196078431372549
05f2f,0.0
0605f,0.0
06080,0.0
06090,0.0
060e8,0.02564102564102564
060f3,0.0
061c2,0.0
06212,0.0
06290,0.0
062b2,0.0
06362,0.0
063ee,0.025
06447,0.0
06471,0.0
06477,0.0
06503,0.0
0655a,0.0
06560,0.0
065ae,0.03571428571428571
06618,0.0
06627,0.0
0666b,0.022727272727272728
06679,0.0
0667c,0.0
066c7,0.0
06706,0.0
06726,0.0
06747,0.04878048780487805
06763,0.0
06834,0.02631578947368421
0683b,0.0
06883,0.0
068af,0.020833333333333332
06917,0.0
06a01,0.0
06acf,0.0
06b58,0.0
06bac,0.0
06bad,0.022727272727272728
06cf9,0.02
06d52,0.0
06db8,0.0
06dc2,0.0
06e0a,0.0
06e6a,0.025
06e70,0.0
06f72,0.0
06f74,0.0
06fd1,0.0
07035,0.0
070d2,0.0
070e3,0.0
07121,0.0
07191,0.0
071ca,0.0
0722b,0.0
07232,0.0
07300,0.0
07366,0.0
0739f,0.0
0748b,0.0
0748e,0.0
074f3,0.0
0760c,0.0
0772a,0.0
0773d,0.023255813953488372
07752,0.0
07755,0.0
077f4,0.0
077f8,0.0
07808,0.0
07960,0.0
07992,0.027777777777777776
07997,0.0
079b0,0.0
079b4,0.0
079c7,0.0
07a50,0.0
07a65,0.02564102564102564
07b00,0.0
07b9c,0.02631578947368421
07c1a,0.0
07c26,0.0
07c3e,0.03333333333333333
07d38,0.0
07d74,0.0
07d7c,0.0
07e56,0.0
07e6e,0.0
07fd3,0.0
07ff5,0.022727272727272728
0803c,0.0
08076,0.0
08133,0.0
08198,0.0
082cc,0.0
082f4,0.023255813953488372
082f6,0.0
083d0,0.0
08476,0.0
08559,0.0
0863c,0.0
0869a,0.0
086e8,0.0
086fc,0.0
0875b,0.0
0879c,0.0
087cc,0.0
087f2,0.0
08804,0.0
088d9,0.0
089ba,0.0
089c8,0.021739130434782608
089f6,0.0
08b48,0.0
08b69,0.0
08b7b,0.0
08bc2,0.02631578947368421
08c19,0.029411764705882353
08c90,0.0
08d14,0.0
08d2a,0.0
08d85,0.0
08e08,0.0
08e63,0.0
08f24,0.0
08f7e,0.022222222222222223
08f9a,0.0
08f9b,0.0
0907f,0.022727272727272728
09194,0.0
092e8,0.023809523809523808
09317,0.0
09328,0.0
0933e,0.0
093d4,0.0
093fb,0.0
09434,0.0
09473,0.0
0954c,0.029411764705882353
09553,0.0
095bf,0.0
0960e,0.022222222222222223
09621,0.0
096e7,0.02564102564102564
0976c,0.0
0978d,0.0
097a5,0.0
097e4,0.041666666666666664
097f5,0.0
0982b,0.0
09885,0.0
098a5,0.0
098d9,0.0
098e4,0.0
098e7,0.0
0998f,0.0
099d9,0.0
099e3,0.0
09a07,0.0
09abc,0.0
09abd,0.0
09b78,0.0
09bdf,0.0
09d1b,0.0
09d41,0.0
09d62,0.0
09e63,0.0
09e83,0.02040816326530612
09f3a,0.0
09ffb,0.0
0a0a4,0.0
0a0fb,0.0
0a19b,0.0
0a1be,0.0
0a38c,0.0
0a39c,0.02564102564102564
0a3a4,0.0
0a3b4,0.0
0a4ef,0.0
0a508,0.0
0a531,0.0
0a578,0.029411764705882353
0a5ad,0.0
0a63d,0.0
0a65c,0.0
0a6a1,0.03225806451612903
0a6ec,0.0
0a71f,0.0
0a793,0.0
0a899,0.0
0a8a3,0.021739130434782608
0a8ca,0.0
0a8dc,0.0
0a923,0.0
0a947,0.0
0aa2c,0.0
0aa97,0.0
0ab2d,0.0
0ab44,0.0
0ab8b,0.0
0abe2,0.0
0abfb,0.0
0ac1b,0.04
0ac7d,0.0
0ad1a,0.0
0ad95,0.0
0adfe,0.0
0ae1b,0.0
0ae1d,0.024390243902439025
0ae44,0.0
0ae62,0.0
0af4b,0.0
0b07a,0.0
0b082,0.02702702702702703
0b0e7,0.0
0b14a,0.022727272727272728
0b158,0.0
0b17d,0.0
0b1b4,0.0
0b1fc,0.0
0b2c8,0.0
0b35e,0.0
0b3a1,0.0
0b3d6,0.0
0b3eb,0.0
0b412,0.0
0b424,0.0
0b4a2,0.018867924528301886
0b4dc,0.0
0b522,0.0
0b58d,0.0
0b5e0,0.0
0b673,0.02564102564102564
0b683,0.0
0b6e8,0.0
0b721,0.0
0b729,0.0
0b810,0.0
0b854,0.0
0b8c2,0.0
0b8c5,0.0
0b8e7,0.0
0b93e,0.0
0b98e,0.0
0b999,0.0
0ba50,0.0
0bb06,0.0
0bb40,0.0
0bb70,0.0
0bc27,0.0
0bc40,0.0
0bc5c,0.0
0bc6f,0.022222222222222223
0bc87,0.0
0bd7d,0.0
0be73,0.019230769230769232
0bfcb,0.0
0c04e,0.0
0c080,0.0
0c0a3,0.0
0c13f,0.02127659574468085
0c2c7,0.0
0c3a6,0.019230769230769232
0c3ea,0.0
0c446,0.0
0c4f6,0.0
0c502,0.0
0c56b,0.0
0c5fb,0.0
0c658,0.0
0c68a,0.0
0c6d9,0.0
0c714,0.0
0c78e,0.0
0c9b9,0.0
0ca0c,0.038461538461538464
0ca44,0.01818181818181818
0ca4b,0.0
0cad0,0.0
0cb17,0.0
0cb5f,0.0
0cbc5,0.0
0cbef,0.0
0ccae,0.0
0cd41,0.0
0cdf2,0.0
0ce1b,0.0196078431372549
0ce30,0.0
0ce7e,0.0
0cf22,0.0
0cf8f,0.0
0cfd9,0.0
0d013,0.0
0d037,0.0
0d09b,0.0
0d0f6,0.0
0d148,0.0
0d2a8,0.0
0d3fb,0.0
0d483,0.0
0d4cc,0.022727272727272728
0d4d1,0.03225806451612903
0d5b0,0.06060606060606061
0d5f9,0.0
0d607,0.0
0d6d0,0.0
0d6d8,0.0
0d6fc,0.05405405405405406
0d752,0.0
0d760,0.0
0d765,0.022222222222222223
0d788,0.0
0d7cd,0.0
0d850,0.0
0d8f2,0.0
0d9be,0.0
0d9eb,0.0
0d9f5,0.0
0dac5,0.02127659574468085
0db95,0.0
0dbfc,0.0
0dc2f,0.0
0dc46,0.024390243902439025
0dc58,0.0
0dc59,0.0
0dcd3,0.0
0dd23,0.0
0df67,0.027777777777777776
0dfd8,0.034482758620689655
0e014,0.0
0e025,0.023809523809523808
0e10d,0.0
0e19c,0.022222222222222223
0e1a7,0.0
0e21c,0.0
0e256,0.0
0e259,0.023255813953488372
0e2e2,0.020833333333333332
0e346,0.0
0e387,0.0
0e4b6,0.0
0e557,0.0
0e55b,0.0
0e561,0.0
0e59b,0.0
0e66b,0.020833333333333332
0e754,0.0
0e846,0.0
0e96e,0.0
0e97e,0.02702702702702703
0e9cb,0.0
0e9ed,0.027777777777777776
0e9ee,0.0
0ebd6,0.011904761904761904
0ec90,0.02702702702702703
0ecad,0.030303030303030304
0ecf6,0.0
0edd6,0.024390243902439025
0eecb,0.0
0ef32,0.0
0ef61,0.0
0ef9f,0.02702702702702703
0eff3,0.0
0f074,0.018518518518518517
0f0be,0.0
0f0e0,0.0
0f0e7,0.0
0f0fa,0.02631578947368421
0f119,0.0
0f18e,0.0
0f1a9,0.023809523809523808
0f29e,0.0
0f30e,0.03125
0f3ec,0.025
0f4c0,0.0
0f501,0.0
0f55d,0.0
0f5ee,0.029411764705882353
0f5f5,0.0
0f602,0.0
0f617,0.0
0f61f,0.0
0f6a4,0.0
0f6cc,0.0
0f758,0.0
0f872,0.0
0f882,0.0
0f8ba,0.0
0f8d9,0.0
0f9d5,0.0
0fa78,0.025
0fa7a,0.0
0fa96,0.025
0faad,0.025
0fae7,0.022727272727272728
0fb16,0.02702702702702703
0fb3c,0.0
0fb65,0.0
0fce2,0.02702702702702703
0fda0,0.027777777777777776
0fdd7,0.0
0fe19,0.0
0fe62,0.0
0fe76,0.0
0fe7a,0.024390243902439025
0fe8b,0.0
0ff2f,0.0
0ffc6,0.0
10005,0.0
1015d,0.02127659574468085
10169,0.0
101f3,0.0
10290,0.0
102c5,0.0
1031f,0.0
10341,0.0
10394,0.0
103d4,0.0
103d7,0.0
10464,0.0
104cb,0.0
10599,0.0
105bb,0.0
10619,0.0
10621,0.0
10624,0.0
10647,0.0
1069e,0.0
1073f,0.0
1079a,0.0
107e0,0.0
1085c,0.0
10936,0.0
10981,0.0
10984,0.0
109d9,0.0
109e8,0.0
10aac,0.0
10b4b,0.0
10ba1,0.0
10ba4,0.0
10bbf,0.0
10c3f,0.0
10c85,0.0
10d73,0.0
10db9,0.0
10dbc,0.022727272727272728
10e06,0.0
10ea8,0.0
10ed9,0.0
10f0d,0.0
10f3d,0.0
10f49,0.02564102564102564
10fb5,0.0
11025,0.0
11053,0.0
11068,0.0
1108f,0.0
11091,0.0
110ca,0.0
11135,0.06382978723404255
11144,0.0
11159,0.0
111b9,0.0
1126f,0.0
112cc,0.0
112d2,0.0
113cb,0.0
11411,0.0
11492,0.0
11556,0.0
11674,0.0
116eb,0.02040816326530612
11746,0.0
1177a,0.0
117c9,0.021739130434782608
11809,0.0
1184e,0.0
1191f,0.0
1197a,0.0
119d3,0.0
11a13,0.02702702702702703
11a6c,0.0
11bbd,0.013157894736842105
11c40,0.0
11cca,0.0
11ce0,0.0
11eb1,0.0
11f1d,0.018867924528301886
11fa4,0.0
11fac,0.0
11fdd,0.0
12050,0.0
1205a,0.0
121ce,0.046511627906976744
121f3,0.0
1228e,0.023809523809523808
12348,0.02127659574468085
123b4,0.0
123b9,0.0
1243d,0.0
12478,0.018518518518518517
1258f,0.023809523809523808
125aa,0.0
1261c,0.0
12622,0.0
1266b,0.0
12675,0.023809523809523808
1269a,0.0
1278c,0.0
127c3,0.0
127fd,0.04
1281b,0.0
12823,0.022727272727272728
1282d,0.0
1285b,0.0
128bc,0.0
128bd,0.0
12965,0.0
129cd,0.0
129da,0.0
129f1,0.02702702702702703
12a74,0.020833333333333332
12b06,0.0
12baf,0.0
12ca5,0.0
12ca7,0.0
12d28,0.0
12d2a,0.0
12d2f,0.0
12d53,0.02857142857142857
12e01,0.0
12e2d,0.0
12e4d,0.0
12e73,0.0
12e9a,0.0
12ee8,0.0
12f1b,0.0
12f67,0.0
12fb7,0.024390243902439025
13088,0.0
13091,0.0
130aa,0.0
130c4,0.0
1310b,0.0
13115,0.044444444444444446
131c1,0.0
1323b,0.0
1324a,0.0
13421,0.0
13547,0.0
13584,0.0
136e9,0.0
137dd,0.02857142857142857
13864,0.0
138c0,0.0
13919,0.0
13928,0.0
13988,0.0
139a9,0.0
139cf,0.03125
13a0e,0.0
13b03,0.0
13b5e,0.02857142857142857
13b65,0.0
13be3,0.02564102564102564
13e2b,0.0
13e38,0.027777777777777776
13f73,0.0
13fd8,0.0
140d6,0.0
141b4,0.0
141e5,0.0
1425f,0.0
142a2,0.0
1436d,0.0
143ff,0.023809523809523808
14419,0.0
1441b,0.0
1446d,0.0
14490,0.0
144f4,0.0
14518,0.0
145c6,0.0
1460c,0.0
14630,0.0
1465f,0.0
14789,0.0
147a0,0.0
14876,0.0
14887,0.0
14910,0.0
1493d,0.0
1496a,0.0
149a6,0.0
149c6,0.0
14a80,0.0
14b32,0.0
14b3d,0.0425531914893617
14b4f,0.03333333333333333
14c62,0.0
14c74,0.0
14cfd,0.023809523809523808
14d07,0.0
14d54,0.0
14da9,0.0
14e24,0.0
14ebe,0.02702702702702703
14ece,0.0
14f32,0.0
14f3c,0.0
15043,0.02857142857142857
15067,0.0
150c8,0.0
15131,0.021739130434782608
15147,0.0
151d1,0.0
151e8,0.02040816326530612
151f4,0.023255813953488372
15287,0.0
15405,0.0
15462,0.0
15515,0.023809523809523808
155a1,0.0
156d9,0.0
156f7,0.0
1592c,0.0
15937,0.0
15ad4,0.0
15ae0,0.0
15ae8,0.0
15b97,0.02631578947368421
15c94,0.0
15ca0,0.0
15cee,0.0
15dd6,0.0
15ddc,0.0
15e31,0.0
15f26,0.0
15f7b,0.0
15f8c,0.02857142857142857
160f9,0.0
16118,0.0
161dc,0.0
1620e,0.0
1625c,0.0
162ec,0.0
16352,0.0
1649d,0.0
1652b,0.0
16593,0.08333333333333333
165bc,0.0
165ec,0.0
166c8,0.0
16830,0.0
1685e,0.027777777777777776
168cf,0.0
1699a,0.02040816326530612
16a68,0.0
16aad,0.0
16ab6,0.02857142857142857
16ad7,0.0
16b66,0.0
16ba2,0.0
16cc4,0.023809523809523808
16d6f,0.0
16de0,0.0
16e2b,0.06521739130434782
16e7c,0.0
16e98,0.0
16ed8,0.0
16f04,0.017857142857142856
16f17,0.0
16f7a,0.0
16f95,0.0
16ffa,0.0
17002,0.0
17087,0.0
170b1,0.0
170b6,0.0
170bc,0.0
17106,0.0
17160,0.045454545454545456
17181,0.0
171ca,0.0
172e0,0.0
17301,0.0
1738a,0.021739130434782608
1740b,0.046511627906976744
1748c,0.0
17552,0.0
175c2,0.02564102564102564
175e1,0.0
17689,0.0
176b5,0.0
17720,0.02857142857142857
177ac,0.0
17885,0.0
178ca,0.0
1791c,0.0
17920,0.0425531914893617
1792b,0.0
179f8,0.0
17a3f,0.0
17a40,0.0
17ab1,0.0
17ac0,0.0
17b27,0.020833333333333332
17b35,0.02040816326530612
17b51,0.023255813953488372
17ce1,0.0
17d6d,0.0
17e1d,0.021739130434782608
17e51,0.023255813953488372
17ebf,0.0
17f16,0.0
18002,0.0
18056,0.0
18137,0.0
181f0,0.0
18228,0.0
18238,0.023255813953488372
182d6,0.0
18382,0.0
18424,0.0
18427,0.0
1844e,0.02564102564102564
1846a,0.0
1853c,0.0
18589,0.0
18592,0.0
18604,0.0
1862c,0.0
186a7,0.0
186da,0.0
1875d,0.0
18792,0.0
187b4,0.0
187e5,0.0
18872,0.0
18898,0.045454545454545456
188be,0.0
18961,0.0
18977,0.0
189fd,0.0
18a07,0.0
18a12,0.0
18a32,0.0
18a43,0.029411764705882353
18b04,0.0
18b56,0.0
18c50,0.0
18c77,0.0
18d1d,0.0
18d6c,0.023809523809523808
18da0,0.0
18e4c,0.0
18e53,0.0
18e55,0.0
18e9b,0.0
18eb0,0.0
18f27,0.0
18f66,0.0
18f74,0.0
18fb3,0.0
19019,0.0
1904c,0.0
190ad,0.0
191aa,0.0
191ac,0.0
191cb,0.0
19290,0.021739130434782608
1929c,0.0
19310,0.0
19325,0.0
193ff,0.0
19514,0.0
195ac,0.0
195d1,0.0
1977c,0.0
197d6,0.029411764705882353
19887,0.0
19895,0.0
19959,0.0
19a31,0.0
19a7f,0.0
19a87,0.0
19af7,0.0
19b61,0.0
19bcd,0.02857142857142857
19bde,0.0
19c4c,0.025
19c63,0.0
19cc6,0.02127659574468085
19d8f,0.0
19db3,0.0
19dfd,0.0
19e47,0.0
19e75,0.0
19e85,0.0
19f04,0.02631578947368421
19f13,0.0
19fd5,0.03125
1a239,0.0
1a2ec,0.0
1a306,0.0
1a370,0.024390243902439025
1a39b,0.0
1a3b6,0.0
1a3e2,0.0
1a3f2,0.0
1a414,0.023255813953488372
1a479,0.027777777777777776
1a4dd,0.0
1a509,0.024390243902439025
1a554,0.03773584905660377
1a5c2,0.0
1a738,0.029411764705882353
1a75b,0.0
1a7ac,0.02
1a7cd,0.0
1a7fb,0.0
1a7fc,0.0
1a82a,0.043478260869565216
1a830,0.06666666666666667
1a870,0.0
1a8db,0.0
1a906,0.0
1a99b,0.02702702702702703
1a9aa,0.0
1a9ff,0.0
1ab1d,0.0
1ab8b,0.022222222222222223
1abd1,0.0
1ac28,0.0
1ac97,0.058823529411764705
1ac9e,0.0
1ad20,0.029411764705882353
1ad51,0.0
1adca,0.0
1adcc,0.0
1ade3,0.0
1ae33,0.0
1b006,0.0
1b08d,0.0
1b0d6,0.0
1b135,0.0
1b17a,0.0
1b227,0.0
1b251,0.0
1b2a5,0.0
1b2d7,0.0
1b4d4,0.0
1b53a,0.0
1b573,0.0
1b595,0.0
1b59c,0.0
1b6bb,0.0
1b6c0,0.024390243902439025
1b718,0.0
1b7d7,0.02127659574468085
1b7fb,0.0
1b842,0.03333333333333333
1b86d,0.0
1b8cd,0.0
1b910,0.0
1b97d,0.0
1b9ae,0.0
1b9b3,0.0
1bb04,0.025
1bb39,0.0
1bba3,0.0
1bba9,0.02127659574468085
1bbd0,0.0
1bbda,0.0
1bd20,0.0
1bd3c,0.0
1bde3,0.0
1be17,0.0
1bf1d,0.0
1c11c,0.023809523809523808
1c13d,0.0
1c14d,0.0
1c1b5,0.0
1c20a,0.0
1c247,0.0
1c331,0.021739130434782608
1c463,0.0
1c583,0.0
1c5b3,0.0
1c63b,0.0
1c6e1,0.0
1c7bb,0.0
1c7ea,0.0
1c81f,0.023809523809523808
1c834,0.0
1c8b3,0.0
1c8ed,0.0
1c90d,0.02040816326530612
1c96d,0.023809523809523808
1c97f,0.0
1ca7a,0.0
1caa3,0.0
1cd98,0.0
1ce10,0.0
1ce18,0.0
1ce27,0.0
1cfd4,0.0
1d0f3,0.0
1d256,0.0
1d340,0.0
1d348,0.0
1d3b1,0.0
1d3ed,0.0
1d519,0.0
1d530,0.04081632653061224
1d558,0.02631578947368421
1d608,0.0
1d694,0.0
1d704,0.0
1d7b9,0.0
1d7e0,0.0
1d7ff,0.0
1d8ad,0.0
1d944,0.020833333333333332
1da5e,0.0
1daba,0.0
1daf9,0.0
1dc35,0.0
1dc48,0.0
1dc5a,0.0
1dc71,0.0
1dc9b,0.014705882352941176
1dcb6,0.020833333333333332
1decb,0.0
1df52,0.0
1df93,0.0
1dfe5,0.0
1dfe8,0.0
1dffb,0.05128205128205128
1e085,0.0
1e115,0.0
1e155,0.0
1e23b,0.0
1e2b5,0.0
1e371,0.0
1e480,0.0
1e498,0.0
1e4c2,0.02857142857142857
1e544,0.0
1e64b,0.0
1e656,0.0
1e688,0.03125
1e758,0.0
1e788,0.0
1e7b0,0.0
1e7c6,0.0
1e7fc,0.0
1e83c,0.0
1e8ca,0.0
1e915,0.0
1e969,0.0
1ea34,0.046511627906976744
1eae9,0.0
1eb28,0.0
1ebf9,0.0
1ec13,0.0
1ec58,0.0
1ecb0,0.021739130434782608
1ed04,0.0
1ed64,0.0
1edc6,0.0
1ee53,0.02564102564102564
1ee6a,0.0
1eefe,0.0
1ef29,0.0
1efd9,0.0
1effb,0.0
1f062,0.0
1f16e,0.0
1f17d,0.0
1f1b1,0.0
1f1f7,0.0
1f2ab,0.0
1f32f,0.02564102564102564
1f362,0.0
1f381,0.0
1f39f,0.0
1f3ab,0.0
1f45d,0.0
1f47b,0.0
1f4a8,0.0
1f4a9,0.0
1f58f,0.023809523809523808
1f599,0.0
1f63e,0.0
1f757,0.0
1f77e,0.0
1f7ba,0.03508771929824561
1f7d4,0.0
1f81a,0.0
1f82b,0.0
1f8c9,0.0
1f9bd,0.0
1fa2b,0.0
1fa31,0.0
1fa53,0.0
1fa95,0.0
1fae5,0.0
1fb01,0.0
1fb4d,0.0
1fb5d,0.0
1fb9b,0.0
1fcd9,0.0
1fd39,0.0
1fd87,0.02702702702702703
1fe8c,0.0
1ff10,0.0
1ff8d,0.0
1ffec,0.0
200c8,0.0
200cc,0.0
20106,0.0
20138,0.0
2017f,0.0
201a2,0.0
20254,0.02
20305,0.0
20310,0.0
2031b,0.025
203a5,0.0
203fc,0.0
20426,0.02631578947368421
20450,0.0
204a1,0.0
20578,0.0
2059c,0.0
205cd,0.0
20631,0.0
20632,0.0
2064e,0.0
20667,0.0
206f8,0.0
2073e,0.0
20787,0.0
207b0,0.0
207d2,0.0
20879,0.0
2089f,0.0
208a0,0.0
20936,0.0
20a5a,0.0
20af5,0.0
20ba9,0.0
20bc2,0.0
20c0b,0.0
20c24,0.0
20c87,0.0
20cd5,0.029411764705882353
20d08,0.0
20d74,0.0
20d8b,0.0
20e60,0.027777777777777776
20e61,0.0
21025,0.02564102564102564
21060,0.0
21098,0.029411764705882353
21210,0.0
2123b,0.020833333333333332
21244,0.0
21270,0.0
21278,0.0
2127f,0.0
21307,0.0
21369,0.0
2138d,0.0
2148d,0.0
21559,0.0
21560,0.0
216a6,0.02040816326530612
2173c,0.0
21757,0.0
217bf,0.0
2184c,0.0
2190e,0.0
2192c,0.0
21943,0.0
219b6,0.0
21b10,0.0
21bd4,0.02
21c1d,0.0
21c50,0.0
21c75,0.02040816326530612
21dae,0.0
21dbd,0.0
21e16,0.0
21e2d,0.0
21e52,0.0
21ea1,0.0
21ea4,0.0
22062,0.0
22078,0.023255813953488372
22098,0.0
2211c,0.030303030303030304
2213d,0.0
22154,0.0
2219d,0.0
221eb,0.0
221f2,0.0
2235d,0.022727272727272728
22364,0.0
223f2,0.0
224b5,0.0
22523,0.0
22542,0.02
2257e,0.0
22587,0.0
225cf,0.0
22696,0.023809523809523808
2277d,0.0
227cd,0.0
227ce,0.0
22802,0.0
2280b,0.024390243902439025
228d7,0.0
229fe,0.0
22a14,0.05714285714285714
22ac4,0.0
22b02,0.0
22b2c,0.0
22b41,0.0
22b4d,0.0
22c85,0.0
22cb8,0.0
22cd8,0.0
22cda,0.0
22d69,0.0
22da4,0.0
22e36,0.0
22e4c,0.0
22f1c,0.0
22fd6,0.0
22fe7,0.0
2315e,0.0
231c9,0.0
2327f,0.0
23384,0.0
233e4,0.02702702702702703
233fa,0.0
23444,0.0
23451,0.025
23545,0.0
2355f,0.0
2356b,0.0
23579,0.023255813953488372
2359b,0.0
235d7,0.0
235e5,0.0
23637,0.0
23656,0.0
236ac,0.029411764705882353
23750,0.0
23781,0.0
2380f,0.0
23891,0.0
238d1,0.0
238d7,0.0
239d2,0.0
23a03,0.0
23a17,0.0
23a43,0.0
23abb,0.0
23b0b,0.0
23b52,0.023255813953488372
23b62,0.0
23b96,0.0
23c1a,0.0
23c32,0.0
23c4c,0.0
23c75,0.03333333333333333
23c7e,0.0
23cbf,0.0
23d32,0.0
23d93,0.0
23e03,0.0
23e31,0.0
23e81,0.0
23ee4,0.02702702702702703
23faf,0.021739130434782608
23ffc,0.030303030303030304
240cb,0.023809523809523808
24191,0.0
24223,0.0
24283,0.027777777777777776
242aa,0.0
242ff,0.03225806451612903
24360,0.0
24364,0.029411764705882353
2458a,0.0
245ba,0.0
245ce,0.0
24607,0.0
24617,0.0
246e4,0.024390243902439025
24737,0.023255813953488372
2481a,0.0
24826,0.0
24884,0.0
24886,0.019230769230769232
248b4,0.0
249df,0.0
24a67,0.0
24b2f,0.0
24b85,0.05
24b9b,0.0
24c3b,0.0
24ddd,0.02857142857142857
24e5d,0.0
24f0a,0.0
24f19,0.0
24f32,0.0
24fe2,0.030303030303030304
25085,0.0
25089,0.0
250be,0.0
250ff,0.02631578947368421
2519b,0.0
2526f,0.0
25299,0.024390243902439025
25379,0.0
253c7,0.0
253d1,0.03571428571428571
25451,0.02564102564102564
25472,0.0
254b0,0.0
254b2,0.0
254f1,0.0
25562,0.0
256f9,0.0
25708,0.021739130434782608
25732,0.0
2578b,0.0
257c6,0.0
2580f,0.0
25864,0.0
25884,0.0
258a1,0.0
258ef,0.0
25948,0.022727272727272728
2596c,0.0
25a4b,0.0
25a53,0.0
25a71,0.03125
25a93,0.0
25aff,0.0
25b2e,0.0
25b61,0.0
25cc3,0.023255813953488372
25cd1,0.0
25d12,0.0
25d1a,0.030303030303030304
25d65,0.0
25d7d,0.0
25d87,0.0
25de8,0.0
25e0d,0.0
25efd,0.0
25f2f,0.02564102564102564
25fe9,0.0
26103,0.0
26117,0.0
261ca,0.022727272727272728
261e0,0.0
26221,0.0
2628d,0.0
26294,0.0
262f0,0.0
26334,0.0
2633a,0.0
2633d,0.0
26369,0.03125
263dd,0.0
264d0,0.0
264e1,0.0
2652f,0.0
2653f,0.0
26592,0.020833333333333332
265e5,0.0
